id;text;result
280;Perhaps the amount of construction work taking place at the same time. Sometimes also the traffic gets intense depending on the area. Additionally, the cardboard/paper refuse collection is not that frequent as needed.;[15, 16, 36]
283;Überfremdung;[20, 45]
284;Fehlendes kommunales Wahlrecht für Ausländer welche länger als 5 jahre in der CH wohnen;[20]
287;Fehlende Attraktivität für junge Menschen. Innovative Ideen für mehr Lebendigkeit im Stadtleben, interessante Arbeitsmöglichkeiten für jüngere Menschen. Verglichen mit den Nachbarländern sehr eingeschränkte Ladenöffnungszeiten, die nicht zum modernen Arbeitsalltag passen. Die Dominanz der Pharmakonzerne bestimmt zusehr die Zusammensetzung der Zugewanderten: hier sollte es mehr Diversität geben.;[2, 8, 10, 20]
289;Baustellen - Anzahl und Dauer Kriminalität;[36, 23]
290;Verkehrssicherheit Nebst MIV sind e-Trottinett und e-Töffli ein ungelöstes Problem für Velofahrer  Erhalt von günstigem Wohnraum für Familien;[5, 3]
291;Kriminalität, Verunsicherung durch Bevölkerungswachstum, verschiedene Kulturen prallen aufeinander, div. Personalmangel, mangelnde Freundlichkeit, Anonymität, Intoleranz;[23, 33, 46, 48, 19]
292;Kriminalität, illegale Abfallentsorgung, zuviele Menschen, leider vorwiegend Ausländer, die sich nicht unseren „Richtlinien“ anpassen möchten und lieber von unserem Sozialsystem profitieren. Und natürlich eine Regierung, die sich zuwenig um die Anliegen der nicht zu links orientierten Steuerzahler kümmert!;[23, 45, 46, 48, 30]
295;Verkehr (mehr Tempo 30) für weniger Lärm und mehr Sicherheit Mehr grössere Wohnungen >5 Zimmer Einkaufsmöglichkeiten in der Innenstadt;[5, 15, 3]
296;Grosse, unpassende Bauprojekte u.a. von Herzog und deMeuron, wenige Orte an denen Jugendliche unbeaufsichtigt sein können, wenig Freiräume,immer noch zu viele Autos, Unnötige Bauprojekte wie der Rheintunnel, Herzstück produzieren viel Lärm und Chaos;[3, 5, 16, 17, 21, 24, 36, 37, 38]
300;Zu wenig Parkplätze;[7]
301;Sicherheit, türkische Ghettoisierung im Kleinbasel analog Deutschland, katastrophale Verwaltung;[23, 45, 30]
302;Überall Baustellen, Mieten/Kaufen sehr teuer;[3, 36]
303;wenig Parkplätze in der Stadt teuerung (restaurants, etc.);[3, 7, 2]
304;Bettler vor Einkaufszentren;[48]
305;Hohe Preise für Wohnungen und Kulturangebote.;[2, 10, 15, 21, 27]
308;- Steuern - Krankenkassenprämie;[1, 4]
309;Baustellen, Littering, die Stadt hat durch die Pandemie ziemlich gelitten und verliert an Attraktivität;[36, 15, 44]
311;Klimawandel: enorme Hitze im Sommer wird immer stärker;[18]
312;Baustellen! Im Sommer die Verschmutzung der Rheinpromenaden.;[36, 15]
314;Fluglärm! Zu viele Einwohner  Zu viele kriminelle Asylbewerber;[17, 33, 23, 20]
315;Hard to integrate into social life if not fluent in German (and offer of German courses is not well managed: filtering options limited on the canton website, many courses not compatible with working hours, high cost)  Complicated rubbish disposal (infrequent paper collection, too many different locations for disposal of different types of waste - house collection would be easier);[2, 15]
318;Barierenfreiheit und Monopole wie Migros, Coop, etc.;[29, 46, 98]
319;Rassistische Polizei  Schwierige Zugang zu günstigen  Wohnangeboten( nur mit Vitamin B oder muss man Schweizer sein) Wenn man Auto hat, ist man automatisch ein Verbrecher, obwohl das Auto ist für die Arbeit nötig ist, um Ihnen Steuern zu bezahlen  Basel-Stadt gibt sich als toleranter offener Kanton an, aber man darf trotzdem als Ausländer (lebt länger als 8 Jahren) darf man auf Kantonaler bzw. Gemeinde Ebene nicht abstimmen. Ich weiss mein Input bringt je nicht, aber leider ist die Stadt sehr Ausländer unfreundlich ( Polizei, Wohnangebote..etc.);[23, 45]
321;1. Im Gundeli sollten Car-Sharing-Angebote auf öffentlichen Parkplätzen eingeplant werden. Als guter Basler besitze ich kein eigenes Auto und erledige das meiste mit dem Fahrrad. Die grössere Einkäufe erledige ich mit Mobility, jedoch könnten die Fahrzeuge näher zur Wohnung sein und es ist wirklich ein grosses Ärgernis, wenn man während des Ausladen der Einkäufe in den 5. OG während der wenigen Minuten eine Busse erhält, weil man einen Parkschein hätte lösen müssen. Meinem Verständnis nach sollte das kurzfristige Ein- und Ausladen von Mobility-Fahrzeugen unter einen kostenlosen Anwohnergebrauch fallen. 2. Die Steuerlast im Kanton ist für Gutverdienende viel zu hoch. Nach langer Ausbildungszeit bin ich zwar weit überdurchschnittlich qualifiziert und verdiene entsprechend ein hohes Gehalt, jedoch habe auch ich mir bereits überlegt allein aus steuerlichen Gründen in den Kanton Zug zu ziehen, wie es der ein oder andere bereits getan hat. Momentan betragen die Abzüge etwa ein Drittel - das ist zu viel. Ich zahle immer noch meine Studienkredite ab und muss aufgrund des ausbildungsbedingt späteren Berufseinstiegs vergleichsweise einen grösseren Teil meines Einkommens für die private Vorsorge aufwenden. Das Zusammenspiel von hohen Steuern, Schulden aus dem Studium und notwendiger Rücklagenbildung verhindert effektiv eine Familienplanung und beschädigt damit einen Lebensentwurf. Der kantonale Steuersatz sollte Einkommen über CHF 100'000 pauschal nurmehr mit 10% besteuern.;[7, 1]
322;Die öffentliche Sicherheit ist ab Einbruch der Dunkelheit nicht mehr gewährleistet. Weder in der Stadt, noch in den Quartieren.;[23]
323;Parkprobleme Grosse Langzeitbaustellen Keine besseren Bekleidungsgeschaefte mehr.;[7, 36, 27]
324;- wohnungsmangel;[3]
325;Baustellen;[36]
326;Der sehr hohe Ausländeranteil, die hohe Kriminalität, die hohen Steuern, die sehr hohen Krankenkassenprämien;[20, 23, 1, 4]
327;Zunehmende Kriminalität, Platzangebot, Versiegelung des Bodens, Zerstörung von Natur und Umwelt;[23, 24, 18]
331;Kleinkriminalität;[23]
332;Baustellen. Zuwenig Schattenbereiche in der Innenstadt, zu wenig Bäume/Grünflächen in der Innenstadt. Polizei sollte mehr in die Verantwortung gezogen werden in Bezug auf Übergriffe/Kriminalität/Drogenplätze wie der Claraplatz. Beeinflussung durch Pharmabranche wegen Gelder zu hoch. Gendergap. Ausweitung Teilzeitarbeit in allen Branchen fördern.;[3, 5, 7, 11, 23, 26, 32]
333;Zu viele pendlerautos & Wohnungsmangel;[3, 33]
334;Wohnsitutation für finanziell schwach gestellte. Verkehrssituation (Abbau von Parkplätzen in den Quartieren in denen es keine Tiefgaragen gibt). Grosse Anzahl von Baustellen.;[3, 5, 36]
335;Insgesamt sinkt die Attraktivität von Basel: - wirtschaftlicher Wandel, Pharma + Banken schrumpfen - Messe + ART Basel bedeutungslos - Theater + Ballett nicht mehr auf Weltklasse Niveau;[14, 28, 40]
336;Baustellen, Vandalismus, Bettler, Beamtenstellen-Inflation,;[36, 48, 98]
339;die Sadt ist an vielen Orten schmutzig;[15]
341;Zuviele Baustellen Baugesuche werden unterschieldich behandelt je nach AntragstellerIn,  oft überreguliert / zuviele Gesetze;[36, 30]
343;Die unendlichen Baugruben und Baustellen in der ganzen Stadt - und kein Ende ist sichtbar! Auch machen mir die immer wieder vorkommenden Übergriffe im öffentlichen Raum Sorge, wobei dies kein baslerisches Phänomen ist, sondern leider auf der ganzen Welt zugenommen hat.;[36, 37]
345;Viele Baustellen, gefühltes Sicherheitsproblem für Frauen (ungern im Dunkeln alleine unterwegs, bekannte Vergewaltigungsfälle machen sorgen);[36, 23]
346;Innenstadt nicht für Fahrradfahrer gemacht. Autos sollten aus der Stadt raus. Mehr Grünflächen, es versteht niemand, weshalb auf einer neuen, großen Einkaufsstraße (Freie Straße) nur ein Baum an der Bäumleingasse eingeplant wird und sonst nur versiegelt. Schwammstadt ad absurdum.;[5, 21]
347;Klima und Verkehr;[5, 16]
349;Kriminalität Ghettoisierung und Verslumung gewisser Quartiere;[23]
350;Sicherheit  Baustellen allgemein;[23, 36]
351;Als jemand der vieles zu Fuss unternimmt sind die Velos, E-Velos, E-Trottinett und E-Töffli, welche auf Trottoirs, Spazierwege etc. an einem vorbeirasen ein Schrecken und Ärgernis. Dann die Zunahme  von Gewalt, von Dreck und Littering. Wobei das letztere ein gesellschaftliches Problem zu sein scheint.;[5, 15, 37]
352;Die bauarbeiter;[36]
353;Verkehr;[5, 6, 7]
354;Zu viel Stau, hauptsächlich Arbeitsverkehr. Parkmöglichkeiten gibt es kaum und werden oft durch grosse Geschäftsfahrzeuge besetzt - da fragt man sich schon, weshalb man eine Anwohnerparkkarte bezahlt. Firmen übergeben das Auto an die Arbeitnehmer und bezahlen keine Parkplätze. Grenzgänger können das Angebot des TNW nutzen, wird eher wenig angenommen (meine Wahrnehmung). Meizischea Angebot ist zwar hoch, jedoch in Notfallsituationen wartet man sehr lang. Lebenskosten sind gestiegen - Kanton unterstützt zwar, jedoch nicht im angemessenen Rahmen (aus meiner Sicht als Familienvater und alleinverdiener).;[5, 7, 8, 32]
355;In my neighborhood (Innenstadt) I miss the green specially in winter. Roofs should have plants as well Rümelinzplatz and Barfi.;[21, 15]
356;Fluglärm, Strasse zu laut, Autos zu schnell;[17, 5]
357;Zu hohe Steuern und zu hohe Mitekosten. Ich wohne in ein Wohngenossenschaft, weshalb der Preis gut ist. Das Preisleistungsverhältnis stimmt sonst überhaupt nicht.;[1, 3]
358;Wohnungen,einseitige big pharma Abhängigkeit, Gesundheitspolitik, zu wenig und zu schlecht bezahlte Mitarbeitende ,Bildung, Lehrer:innen überfordert, weil sie die Erziehungs-Aufgaben der Eltern übernehmen müssen !;[3, 11, 12, 24, 25, 30]
360;Räume für Jugendliche;[10, 27]
361;ÖV ist viel zu langsam Gesundheitswesen am Anschlag (Notfälle sind überfordert und man findet aber auch keinen Hausarzt, der einen aufnimmt);[6, 31]
367;Wohnungmangel Teure Liegenschaften Zu wenig Parkmöglichkeiten;[3, 15, 7]
368;Überfremdung. Ich fühle mich im eigenen Land nicht mehr wohl. Zu eng, viele Fremden scheinen auf Einheimische neidisch zu sein. Die Öffnung für EU-Bürger war ein riesiger Fehler.;[20, 45]
370;no good deal for restaurants, either not good food or either too expensive. Documents are in German most times, but there is big group of ex-pats. Too dangerous to ride a bike in some area;[2, 5, 28, 45]
374;zuviel privater motorisierter verkehr, zuwenig sicherheit für velofahrer, unsichere orte i. b. für frauen, zu wenig grün und erholungsorte;[5, 6, 7, 21]
375;- zu hohe Krankenkassengebühren im Kanton - Grünflächen werden vermehrt reduziert - z.B. Familiengärten - energiesparende Sanierungen von Gebäuden sollten vorangetrieben werden - Mieterschutz - zu hohe Mieten - Mieterhöhung nach Mieterwechsel;[1, 3, 4, 5, 8, 15, 19, 21, 23, 24, 27, 28, 30, 33, 34, 36, 42, 45, 46]
376;Nach wie vor die Bettler (Rumänien) die trotz Bettelverbot immer noch überall in der Stadt herumstehen oder sitzen.;[48]
377;Gewalt,  zu teuer;[37, 2]
380;Die Raumnot an den Schulen ist beträchtlich. Die Wohnungsmieten sind sehr hoch. Wenn man etwas anderes finden wollte oder gar müsste, würde es schwierig.;[3, 15]
381;Parkplatzmöglichkeiten für Anwohner & Feierabendverkehr.;[7]
383;Die Verkehrsbelastung, es hat sehr viele Autos. Stadtbewohner bräuchten kein Auto und mit dem Auto in die Stadt fahren, um zu arbeiten (Pendelverkehr) sollte unattraktiver sein. Es hat zu viele betonierte Flächen, dies heizt die Stadt auf (neuestes Beispiel: Wielandplatz, statt wirklich einen schönen Platz zu gestalten (mit viel mehr Bäumen und Sträucher und Hecken und Spielplätzen) ist noch immer der Grossteil der Fläche betoniert).;[5, 15, 21, 33, 34]
384;Autos werden immer wie mehr verdrängt durch Wegfall Parkplätze und hohere Gebühren/Steuern. Wohnraum ist generell zu teuer für Familien. 10% der Velofahrer sind gefährlich für Fussgänger (wir fahren sowohl Auto wie auch Velo);[5, 7, 8]
385;Hohe Steuern;[1]
388;Die Gewaltbereitschaft der jungen Leute.  Abfallentsorgung;[37, 15]
389;Ev. Baustellen;[36]
390;Lärm, Kriminalität;[17, 23]
392;(fast) keine gesicherte Radwege für eine Stadt mit so vielen Radfahrern wird viel zu wenig dafür gemacht;[5, 6]
393;Zu wenig autofreie Zonen;[5, 15, 16, 18, 21, 24, 27, 28, 30, 34, 37, 38, 45, 98]
395;Abfallsäcke auf der Strasse, so etwas noch nie in der Schweiz gesehen, Parkplätze fehlen, Anti-Auto als Ideologien, gut verdiente Alleinstehende als Milchkühe steuerlich betrachtet ohne Gegen Mehrwert, Zuviel Politik für Familien. Bau und Verkehrdepaetment zerstört alte Quartiers mit Abriss von älteren Gebäude und baut neue hohen Gebäuden (total unkompatibel mit Umweltschutz);[1, 5, 7, 10, 14, 18]
396;Sicherheit;[23]
397;Der Autoverkehr und der Lärm tagsüber und in der Nacht (Bahnhof) von den Baustellen.;[5, 17, 36]
398;Zu viel Bauarbeiten.;[36]
399;Verkehr, Kriminalität, Littering, Armut, Migration;[5, 23, 15, 32, 22]
400;not easy to find good apartment/house and there is high rent cost;[3, 15]
402;Wenig Platz, viele diverse Interessen, Fernwärme-Ausbau harzt;[3, 10]
403;Zu wenig parkplaetze;[7]
404;Grossbaustellen (Verkehrssicherheit, Lärm, Stadtbild).;[36]
405;Die Stadt ist sehr klein und es hat momentan zuviele Bewohnerinnen und Bewohner in Basel-Stadt. Die Stadt baut zwar familienfreundliche Wohnungen, die aber keine Familie wirklich bezahlen kann. Die Stadt ist unsauber und schmuddelig. Die Drogendealer stehen überall herum und die Polizei macht gar nichts. Die Regierung macht nicht viel für den Mittelstand. Und die Verkehrspolitik lässt auch noch zu wünschen übrig. Das Stadtbild hat sich eher verschlechtert.;[3, 8, 15, 23, 30, 34]
408;Sicherheit auf Strassen betreffen e-bikes. Diese sollten viel mehr reguliert werden!!!;[5, 7]
409;Die Energiewende schaffen.;[4, 18]
410;In unserem Quartier sind es die Diebstähle und die Drogenabhängige Leute die ihre Spritzen herumliegen lassen.;[23, 24]
411;Es braucht mehr Parkplätze. Dieser Suchverkehr ist eine Zumutung. Und der konstante Abbau der Parkplätze ist frustrierend.;[7, 8]
412;Zahlbare Wohnungen;[3]
414;Zu viele Ausländer mit sozialem Hintergrund. Klima ist politisch zu Grün.;[20, 23, 24]
415;Die unterschiedliche Kommunikation (Art und Sprache);[98]
417;Dass immer weitere Parkplätze abgebaut werden und somit auch ältere Personen und Behinderte benachteiligt werden. Dies ist auch der Grund warum man eher auf dem Land oder im umliegenden Dreiland einkaufen geht. Auch sind die Geschäfte in der Innenstadt nicht mehr optimal, auch fehlen Cafés zum Verweilen etc. Zuviele sogenannte Velorowdies und man hat das Gefühl, es wird nichts unternommen. Stoppstrassen, Rotlichter, Trottoir etc. zählen für diese Velofahrer nichts.;[5, 7, 10]
418;Wenig bezahlbaren Wohnraum. Verkehrssituation. Migrationsprobleme. Arbeitsmarkt.;[3, 5, 6, 8, 22]
420;Verkehr. Es gibt zu viele Autos und kein Platz für die steigende Anzahl verschieden schneller Velofahrer.  Wohnungen für Familien sind Mangelware.;[5, 3]
421;Die vielen Demonstrationen in der Stadt;[10, 15, 23, 31, 38]
424;Baustellen, Ausfallsplanung ÖV;[36, 6]
426;Sicherheit für Personen, vor allem in der Stadt am Abend und während Nacht Zu viele Junkies usw unterwegs und leider zu wenig Polizei;[23]
430;Sicherheit, Überbevölkerung, Baustellen,;[23, 33, 36]
431;- Klimawandel: Umgang mit Hitze im Stadtgebiet. Damit einhergehend - Wohnungsbau: Verdichtung im Quartier, Hochbauten, Schattenwurf, überbaute Grünfläche, Thema Windschneisen - Gesundheitsversorgung: Unser privatisiertes Kantonsspital wird zunehmend dysfunktional. Zu viele Spezialärzte, Aufnahmestopp in Hausarztpraxen. - Baustellen überall. In der direkten Umgebung meiner Wohnung habe ich seit 6 Jahren Grossbaustellen: Fassadensanierung, Neubau/Verdichtung, Fernwärmenetz, Abriss und Neubau. Ich verstehe die Notwendigkeit, aber der Krach ist zermürbend.;[2, 3, 15, 24, 36]
432;Die Infrastruktur gekönnte Verbesserungen aufweisen. Die Auto- und Lastfahrer könnten besser behandelt werden.;[5, 7]
433;hoher Mietzins;[3]
436;Der motorisierte Individualverkehr nimmt zu viel Raum ein. Die umweltfreundlichen Verkehrsmittel sollten weiter gefördert werden. Für Fussgänger und Velofahrer gibt es nach wie vor zuviele gefährliche Stellen. Es sollte ausserdem etwas gegen die Autoposer unternommen werden, deren Fahrzeuge für das Stadtgebiet zu schnell und zu laut unterwegs sind.;[5, 6, 17]
437;Schlechtes Schulsystem, Velorouten teilweise gefährlich;[5, 25]
438;Dass Kanton nicht immer die Interesse Riehens representiert;[20]
441;Gewalt und Überfälle, keine Bezahlbare Wohnungen, das verschwinden von Grünflächen, der Abbau von Poststellen.;[23, 3, 21, 27]
442;Als Sohn eines 84 jährigen Herren, der hohen Wert auf Selbständigkeit legt, sehe ich noch immer grössere Probleme der Barrierefreiheit. Insbesondere im öffentlichen Verkehr. Natürlich sind die Anpassungen zunehmend zu sehen, jedoch nicht immer von der Prioritätsliste nachvollziehbar.  - Teils äusserst grobe Fahrweise der Chauffeure. - Viele, vorallem wichtige, Halstestellen haben noch keine Anpassung der Aus- und Einstiegshöhe, um da nur die Schifflände als Beispiel zu nehmen. Dies hat auch schon zu vielen, gefährlichen Stürzen geführt... - Alte Trams mit Treppen. (auch wenn ich sie persönlich liebe)  Trotzdem wird sich meiner Meinung nach von kantonaler Seite viel Mühe gegeben. Dies soll nur als Anregung dienen.;[6, 29]
443;Rot-Grüne Regierung und Parlament (KATASTROPHAL, Seit Jahren völlige Inkompetenz der Führung im Baudepartement!;[30, 98]
444;Zu wenig Grün!!! Zu viele versiegelte Flächen. Zu wenig Freibäder und Hallenbäder. Zu alte Eisbahn. Schlechte unsichere Velowege.;[5, 21]
445;Anzahl an städtischem Grünraum/Parks;[21]
446;- viel zu viele Baustellen und damit einhergehend das Durchsetzen von grossen, einschneidenden Bauprojekten ohne die Bevölkerung einzubeziehen - Beispiel: Erneuerung der Hardstrasse oder auch die Reduktion der blauen Zonen in einem Quartier, aufgrund der Wiedereröffnung des neuen Kunstmuseumparkings (das ist nicht pragmatisch für mich als Anwohner, wenn in meiner fussläufigen Umgebung die Zonen abgebaut werden, weil in einer Entfernung von 8-10 Tram-Minuten das Kunstmuseumparking existiert) - Zu hohe Steuereinnahmen und die jahrelange Fehlkalkulation, seit Jahren kann man regelmässig anfangs Januar lesen, dass Basel-Stadt wiedermal das bis zu 10fache an Steuerüberschuss eingenommen hat als geplant - nicht genug Hundeauslaufstellen in der Stadt;[1, 30, 47]
447;Ich bin mir nicht so sicher, wie attraktiv Basel für junge Menschen ist, die sind aber unsere Zukunft.;[10, 33]
448;Links-grüne Regierung;[30]
449;Littering;[15]
450;Es gibt nicht so viele grüne Parks;[21]
453;Steuerbelastung. Schlechtes Verhalten der Bevölkerung hinsichtlich das Einhalten der Verkehrsvorschriften (zB Velofahren auf Trottoirs, Überqueren von Strassen bei Rotlicht, Hunde  frei laufen lassen bzw Hunde nicht im Griff haben).;[1, 5]
455;Explodierende Kosten und Mieten;[3, 8]
457;Verschmutzung von Strassen und Plätzen, Velounfreundliche Tramhaltestellen.;[15, 5]
458;Verkahr (Autos) Lärm, Luftqualität;[5, 17, 16]
459;Grün geht weg und da kommen viele neue Hauser. Verkehr ist unübersichtlich geworden.;[3, 5]
461;Flugzeuglärm, geringe Vergütung Solarstrom, zu wenig Velowege;[5, 18]
463;Ich denke, dass immer mehr Menschen immer mehr Platz in Anspruch nehmen (Wohnraum), dass aber wenig Anreize geschaffen werden, kleinere Wohnungen zu beziehen, da sie sich im Mietpreis meist nicht sehr von grösseren Wohnungen unterscheiden. Die Bausubstanz Basels seit den 60ern finde ich zudem nicht besonders attraktiv, die Häuser sind oft ringhörig und in nicht besonders gutem Zustand. An grossen Strassen entsteht dadurch häufig ein Gefühl der Tristesse. Schade finde ich auch, dass die Industrie, der Basel selbstverständlich ihren Reichtum zu verdanken hat, so viel Platz im Stadtbild einnimmt. Auf der einen Seit Novartis, auf der anderen Seite die La Roche Türme, die alles überragen (was mir so gar nicht zu Basels understatement-Charakter zu passen scheint) - für mich verliert Basel damit sehr viel Reiz.;[3, 15, 18, 21, 24, 26, 28, 31, 34, 36, 41, 45, 46]
464;Kriminalität;[23]
465;Die dreckige Luft, keine grünen Flächen, überall wird gebaut und dann nur für die Reichen. Die Polizeipräsenz und -gewalt ist mega übertrieben und oftmals rassistisch. Das ist ein NO GO.;[16, 21, 23, 33, 38, 45]
466;Seltene Müllabfuhr, wenige Recyclingstationen - die Stadt sollte es für die Bewohner vereinfachen zu recyclen. Einkaufsmöglichkeiten am Sonntag sind sehr beschränkt. Dies macht die Stadt weniger attraktiv. Angebot an der Oper/Ballett beschränkt verglichen zu Zürich. Der Münster ist nicht seit der Ukraine Krise beleuchtet - schadet das Image der Stadt und die Sicherheit Die Stadt sollte auch als Forschungs und Arbeitsstandort attraktiver werden - stärken der Uni Basel und ETH Basel und der Internationalen Firmen (nicht nur Roche und Novartis);[1, 10, 14, 20, 27, 30]
467;Baustellen, Tramschiene, gefährliche Johanniterbrückekreuzung, Abfall am Strassenrand un Rheinpromenade;[16, 5, 7, 15]
472;Bildungsqualität;[25]
473;Kriminalität, Fachkräftemangel, besonders im Gesundheits- und Sozialwesen.  Das finden einer löngerfristigen Lösung und Finanzierung für diese Probleme und das Abgeben von Verantwortung ohne die Ressourcen frei zu geben. Vetterliwirtschaft aufgrund dieser Probleme.;[23, 8]
474;Höhe der Steuern, evtl Kriminalität/Sicherheitsgefühl;[1, 23]
478;Steuerlast, Krankenkassenprämien;[1, 4]
479;Das kann ich nicht beurteilen.;[-99]
480;Möglicherwiese : Wohnungsnot , Arbeitsmöglichkeiten , Umweltschutz , Begrünung;[3, 8, 18, 21]
482;Steuern, Verkehr. Überfälle,;[1, 5, 23]
484;Grünabfallentsorgung!!;[1]
485;Abfall, Lärm, Unsicherheit auf den Fussgängerstreifen beachtet tun es meisste Fahrer gar nicht mehr, zu wenig Orte für Hunde, zu viele Verbote für Hunde, Grünanlagen und Strassen werden durch Bewohner regelrecht für Abfallentsorgung missbraucht, Respekt untereinander, Nachtruhe in MFH sowie draussen;[15, 17, 23, 21, 45]
486;Verkehrsmenge Sicherheit im Strassenverkehr  Stadtklima;[5, 16, 24]
487;Ständige und extrem langsame Straßensanierungen. Unglaublich, wie lange sie in der Lehmantstraße unterwegs sind. Es macht das Leben in der Gegend wirklich frustrierend.;[5, 37, 36]
488;Dass Basel noch nicht autofrei ist. Zu wenig Begrünung (=Abkühlung im Hitzesommer) an den Strassen.;[5, 21]
489;Personalmangel bei Polizei, Feuerwehr und Gesundheitswesen / Mangel an günstigem Wohnraum / Zunahme von Gewaltdelikten im öffentlichen Raum (Messerattacken) / abgestellte E-Trottinette sowie Velofahrer mitten auf dem Trottoir;[3, 8, 23, 27, 34]
490;Kriminalität;[23]
492;Verschlechterung der Verkehrssicherheit, Wahrnehmung einer Zunahme von Diebstählen;[5, 23]
493;Es wäre nett, wenn die Läden länger auf hatten.;[2, 26]
494;Littering, Sicherheit in der Nacht auf der Strasse;[15, 23]
499;Beziehe mich auf die Stadt: Gap zwischen den Quartieren / ungleiche Bildungschancen / Verkehr / Baustellenmanagement (und das Schlimmste kommt erst: Rheintunnel, Fernwärme) / Abfallbeseitigung, Littering und Spayerei / Tramstau in der Innenstadt / Sicherheit (nächtlicher Heimweg);[1, 2, 5, 6, 15, 16, 18, 36, 23]
501;Littering. Zunahme der Gewalt im öffentlichen Raum. Mangel an bezahlbarem Wohnraum. Bezahlbares Wohnen im Alter. Sehr hohe Krankenkassenprämien . Personalsituation im Gesundheitswesen.Zu wenig Kitas und schlechte Bezahlung der Betreuer. Tempo 30 bringt viele zusätzliche Kosten und Probleme. Verrohung der Verkehrsteilnehmer. Mobilität ohne Velo wird immer schwieriger. Parkplatzsituation .;[3, 15, 22, 24, 4, 31, 28, 5, 6, 7]
502;Kriminalität Ladensterben Ausländeranteil Günstiger Wohnraum;[23, 26, 20, 3]
506;Noise at Erlenmatt area in nights of weekends , Drunken bottles throwing on streets by few people, Children safety concerns very few times and Theft , weed smell;[17, 23]
507;Health insurance is high. Lots of junk mail. Recycling is only collected once a month and only cardboard, would like to have plastic and metal picked up too and more frequently.;[4, 15, 46]
508;Strassen Sauberkeit, zu viel Bauarbeiten.;[15, 36]
509;Hohe Steuern, Parkplatzsituation in gewissen Stadtteilen, steigende Kriminalität;[1, 7, 23]
510;Sicherheit Nachts auf den Strassen Baustellen überall, nötig?;[23, 36]
511;zu hohe Wohnungspreise;[3]
513;Zu viele Demonstrationen an einem Samstag (die immer den öffentlichen Verkehr lahmlegen), Unsicherheit vor allem bei Frauen die nach dem Ausgang nach Hause gehen (immer wieder Überfälle), es wird zu wenig getan für den Klimaschutz, zu viele Baustellen (die den öffentlichen Verkehr sowie Fussgänger behindern), es sollte mehr auf Lokale Mode gesetzt werden anstatt immer nur dieselben Kleiderläden, Steinenvorstadt sowie Heuwaage sollten dringen rennoviert/umgestaltet werden, zu viele Randständige am Bahnhof SBB (keinen guten Eindruck für Touristen oder ausländische Gäste), oft muss erst Reklamiert werden (z.B. bei den Bettlerbanden aus Rumänien) bis sich etwas ändert, mehr Angebote für Alleinstehende Personen (alles ist nur auf Familien ausgerichtet);[6, 8, 10, 15, 16, 22, 23, 27, 28, 34, 38, 45, 48]
514;Basel Stadt ist leider einer der teuersten Kantonen. Das Rheinufer könnte man besser nützen. Atraktiver machen für den Ausgang. Finde Basel nicht gerade eine Ausgangs Stadt;[2, 15, 20]
515;Zuwenig Velostrassen Verdichtung auf Kosten von alter Bausubstanz und Baumbestand;[5, 15, 36]
516;Verkehr, Lärm, Luftverschmutzung, Schrebergärten verschwinden;[5, 17, 16, 21]
519;Baustelle  Viel zu viel;[36]
520;Keine Schulangebote für intelligente verhaltensauffällige Kinder.;[25]
522;Kriminalität Verkehr;[5, 23]
524;Die Kirchenaustritte;[30]
525;Too many road/tram works. There are so many days where nothing happens.;[36]
528;Kriminalität Bettler;[23, 48]
531;Polizei muss viel mehr Unterstützung von der Politik und Gesellschaft bekommen. Es hat so viele kriminelle Menschen auf der Strasse-vor allem in der Stadt/Kleinbasel. Diese Probleme werden immer mehr und es muss dringend etwas gemacht werden.;[23, 30]
532;Kriminalität, besonders Nachts.  Sehr teure Lebenskosten.;[23, 2]
533;Dass sich die Bevölkerung nicht an die Abfuhrtage hält, alles wird hinausgestellt und nicht selber entsorgt und auch Hundekot auf Trottoir.;[15, 33]
534;Teure und knappe Parkplätze;[7, 2]
535;Der begrenzte Raum, die Landesgrenzen und die Ver-Agglomerationisierung des angrenzden Kantons;[3, 35, 45]
538;Ich denke, einen Job für diejenigen zu bekommen, die nicht perfekt Deutsch sprechen oder ein gutes Currículum haben.;[8, 23]
539;Sauberkeit;[15]
542;Kontakt zu den Alteingesessenen herzustellen ist für neu zugezogene nicht einfach, die echten Basler bleiben gerne für sich;[20]
543;Abschaffung des Musicaltheaters, Lärmbelästigung in der Kleinhüningeranlage durch hochmotorisierte Fahrzeuge (Wochenende / Nachts), Illegale Müllentsorgung am Strassenrand;[10, 17, 15]
544;Kriminalität, Bandenwesen, Drogen;[23]
547;Es gibt nichts zu tun. Das Energieniveau der Menschen ist sehr niedrig;[4, 98]
549;Klimawandel Abwanderung Grossindustrie (ewige Baustelle Novartis) Schaffung von gleichwertigen/ nachhaltigen Arbeitsplätzen im Bereich Biotech Startup Autofreie Stadt;[3, 11, 12, 16, 18, 27, 34]
553;ttelneB;[-99]
